Year,ID,MapID,Input,Original_revised_to_uniform_VVL,MapID_Source.Local_Alias,Units,TrimRevisedOriginal,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL,QC_accrued,QC1,QCplus_minus,QC2,QC_tally,QC3
1992,199205,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,427,117,0,0,3467,0,0,0,0,0,0,0,4011,4011,TRUE,=4011,TRUE,4011,
1992,199206,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,4011,
1992,199207,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,1244,795,2329,3297,2961,218,0,0,0,0,0,0,10844,10844,TRUE,+10844,,14855,
1992,199208,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,0,20,0,0,533,137,0,0,0,0,0,0,690,690,TRUE,-690,,14165,
1992,199209,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,1075,577,1853,2740,3850,0,0,0,0,0,0,0,10095,10095,TRUE,-10095,,4070,
1992,199210,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,523,315,476,557,2045,67,0,0,0,0,0,0,3983,3983,TRUE,-3983,,87,TRUE
1992,199211,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,73,0,0,0,0,14,0,0,0,0,0,0,87,87,TRUE,=87,TRUE,87,
1992,199212,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,87,
1992,199213,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,87,
1992,199214,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,0,0,0,0,0,0,0,0,0,0,287,287,287,TRUE,+287,,374,
1992,199215,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,374,
1992,199216,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,73,0,0,0,0,14,0,0,0,0,0,287,374,374,TRUE,-374,,0,TRUE
1992,199217,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
1992,199218,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,417,14,0,0,0,0,0,0,0,0,0,1051,1482,1482,TRUE,+1482,,1482,
1992,199219,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,1482,
1992,199220,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,391,0,0,0,0,0,0,0,0,0,0,726,1117,1117,TRUE,-1117,,365,
1992,199221,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,365,
1992,199222,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,365,
1992,199223,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,26,14,0,0,0,0,0,0,0,0,0,325,365,365,TRUE,-365,,0,TRUE
1992,199224,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
1992,199225,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
1992,199226,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,0,
1992,199227,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,
1992,199228,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,0,TRUE
1992,199229,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
1993,199301,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,22062,25426,52479,45489,63322,107357,118677,88671,51846,34725,14021,18264,642339,642339,TRUE,+642339,,+642339,
1993,199302,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,634376,
1993,199303,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,2828,5446,12286,18496,32303,34767,36506,32565,22405,16953,9596,9310,233461,233461,TRUE,-233461,,400915,
1993,199304,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,18180,18115,24918,19983,25307,34538,36958,33296,15261,11006,3449,7710,248721,248721,TRUE,-248721,,152194,TRUE
1993,199305,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,378,1254,14599,6355,5036,37397,44537,22134,13525,6090,321,568,152194,152194,TRUE,=152194,TRUE,152194,
1993,199306,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,571,597,0,1372,1502,1537,1472,2108,0,0,9159,9159,TRUE,+9159,,161353,
1993,199307,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,468,1789,0,234,0,0,0,26,0,460,0,0,2977,2977,TRUE,+2977,,164330,
1993,199308,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,0,736,10778,2571,0,11242,10032,3374,4822,2291,0,0,45846,45846,TRUE,-45846,,118484,
1993,199309,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,149,1384,2174,2507,3778,16566,20352,7355,4834,3703,216,81,63099,63099,TRUE,-63099,,55385,
1993,199310,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,697,923,837,940,1214,1764,1362,1446,1142,925,67,439,11756,11756,TRUE,-11756,,43629,TRUE
1993,199311,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,0,0,1381,1168,44,9197,14293,11522,4199,1739,38,48,43629,43629,TRUE,=43629,TRUE,43629,
1993,199312,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,269,89,2579,2083,3934,4160,2210,0,646,2222,3901,4152,26245,26245,TRUE,+26245,,69874,
1993,199313,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,0,75,2602,255,616,466,1573,6261,2331,1470,1060,3715,20424,20424,TRUE,+20424,,90298,
1993,199314,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,2000,2683,54018,40600,25557,10642,482,0,0,0,0,135982,135982,TRUE,+135982,,226280,
1993,199315,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,0,0,0,9780,7242,9897,13262,9931,785,0,0,0,50897,50897,TRUE,-50897,,175383,
1993,199316,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,269,1472,6008,4595,4884,6036,7016,6361,4685,4861,4639,4695,55521,55521,TRUE,-55521,,119862,TRUE
1993,199317,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,0,692,3237,43149,33068,23447,8440,1973,1706,570,360,3220,119862,119862,TRUE,=119862,TRUE,119862,
1993,199318,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,11871,8591,5839,4883,2289,242,0,0,0,0,0,0,33715,33715,TRUE,+33715,,153577,
1993,199319,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,27,3,6791,0,1963,0,0,764,0,2959,6249,8479,27235,27235,TRUE,+27235,,180812,
1993,199320,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,10951,7734,4649,11103,10338,6557,2878,0,0,0,0,0,54210,54210,TRUE,-54210,,126602,
1993,199321,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,0,7101,11816,6135,2751,0,0,0,0,0,27803,27803,TRUE,-27803,,98799,
1993,199322,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,0,0,0,0,0,0,0,0,0,1505,3908,3554,8967,8967,TRUE,-8967,,89832,
1993,199323,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,846,1552,3386,2694,1992,1823,2811,1973,1706,1159,1155,1696,22793,22793,TRUE,-22793,,67039,TRUE
1993,199324,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,101,0,7832,27134,13174,9174,0,764,0,865,1546,6449,67039,67039,TRUE,=67039,TRUE,67039,
1993,199325,2005,-,-River Loss: Bellevue Weir to ID#4 Boundary,River Loss: Bellevue Weir to ID#4 Boundary,AF,River Loss: Bellevue Weir to ID#4 Boundary,0,0,0,893,922,528,0,0,0,659,863,893,4758,4758,TRUE,-4758,,62281,
1993,199326,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,0,0,0,1718,2447,1761,0,0,0,0,0,0,5926,5926,TRUE,-5926,,56355,
1993,199327,2006,-,-River Loss: ID#4 Boundary to 2800 Acres,River Loss: ID#4 Boundary to 2800 Acres,AF,River Loss: ID#4 Boundary to 2800 Acres,0,0,0,684,815,454,0,0,0,206,683,893,3735,3735,TRUE,-3735,,52620,
1993,199328,,+,+Outflow from Berrenda Mesa Spreading Grounds,Outflow from Berrenda Mesa Spreading Grounds,AF,Outflow from Berrenda Mesa Spreading Grounds,0,0,0,0,0,0,0,0,0,0,0,167,167,167,TRUE,+167,,52787,
1993,199329,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,64,9,9561,3706,11760,179,1444,13848,8789,8946,9209,13626,81141,81141,TRUE,+81141,,133928,
1993,199330,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,133928,
1993,199331,,-,-Pioneer Canal (P-1 lateral) from 2800 acres,,AF,Pioneer Canal (P-1 lateral) from 2800 acres,0,0,0,130,0,0,0,0,0,0,0,0,130,130,TRUE,-130,,133798,
1993,199332,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,165,9,17393,25606,18027,6399,1444,14612,8789,8946,9209,18456,129055,129055,TRUE,-129055,,4743,TRUE
1993,199333,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,0,1809,2723,211,0,0,0,0,0,0,4743,4743,TRUE,=4743,TRUE,4743,
1994,199401,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,19622,28720,41819,41256,35411,69470,75175,53484,16072,13745,12060,15527,422361,422361,TRUE,+422361,,+422361,
1994,199402,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,414398,
1994,199403,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,5613,13283,18248,17672,11635,25659,31678,21190,6543,8281,6720,2226,168748,168748,TRUE,-168748,,245650,
1994,199404,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,9882,14826,22895,22241,22193,33364,32935,24256,8874,4788,4685,12625,213564,213564,TRUE,-213564,,32086,TRUE
1994,199405,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,3451,0,0,688,907,9792,9886,7362,0,0,0,0,32086,32086,TRUE,=32086,TRUE,32086,
1994,199406,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,0,0,0,694,1065,0,0,0,0,0,1759,1759,TRUE,+1759,,33845,
1994,199407,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,0,194,3975,3178,3780,750,0,2011,1589,0,0,2894,18371,18371,TRUE,+18371,,52216,
1994,199408,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,0,0,0,0,0,6621,4776,4415,0,0,0,0,15812,15812,TRUE,-15812,,36404,
1994,199409,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,960,0,2580,2920,2982,3475,4502,4143,1267,0,0,0,22829,22829,TRUE,-22829,,13575,
1994,199410,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,555,194,1395,946,1178,1140,1391,815,322,0,0,73,8009,8009,TRUE,-8009,,5566,TRUE
1994,199411,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,1936,0,0,0,527,0,282,0,0,0,0,2821,5566,5566,TRUE,=5566,TRUE,5566,
1994,199412,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,1099,2571,0,0,0,0,416,34,0,0,0,0,4120,4120,TRUE,+4120,,9686,
1994,199413,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,898,2786,0,0,0,0,0,0,0,0,0,0,3684,3684,TRUE,+3684,,13370,
1994,199414,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,13370,
1994,199415,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,0,67,0,0,0,0,0,0,0,0,0,0,67,67,TRUE,-67,,13303,
1994,199416,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,3273,4762,0,0,527,0,698,34,0,0,0,2821,12115,12115,TRUE,-12115,,1188,TRUE
1994,199417,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,660,528,0,0,0,0,0,0,0,0,0,0,1188,1188,TRUE,=1188,TRUE,1188,
1994,199418,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,61,67,0,0,0,0,0,0,0,0,0,266,394,394,TRUE,+394,,1582,
1994,199419,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,2031,5418,0,0,0,0,0,0,19,0,0,0,7468,7468,TRUE,+7468,,9050,
1994,199420,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,0,0,0,0,0,0,0,0,0,0,0,145,145,145,TRUE,-145,,8905,
1994,199421,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,8905,
1994,199422,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,915,0,0,0,0,0,0,0,0,0,0,0,915,915,TRUE,-915,,7990,
1994,199423,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,1059,1329,0,0,0,0,0,0,19,0,0,121,2528,2528,TRUE,-2528,,5462,TRUE
1994,199424,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,778,4684,0,0,0,0,0,0,0,0,0,0,5462,5462,TRUE,=5462,TRUE,5462,
1994,199425,2005,-,-River Loss: Bellevue Weir to ID#4 Boundary,River Loss: Bellevue Weir to ID#4 Boundary,AF,River Loss: Bellevue Weir to ID#4 Boundary,216,613,0,0,0,0,0,0,0,0,0,0,829,829,TRUE,-829,,4633,
1994,199426,2006,-,-River Loss: ID#4 Boundary to 2800 Acres,River Loss: ID#4 Boundary to 2800 Acres,AF,River Loss: ID#4 Boundary to 2800 Acres,165,595,0,0,0,0,0,0,0,0,0,0,760,760,TRUE,-760,,3873,
1994,199427,,+,+Outflow from Berrenda Mesa Spreading Grounds,Outflow from Berrenda Mesa Spreading Grounds,AF,Outflow from Berrenda Mesa Spreading Grounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,3873,
1994,199428,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,3088,9731,0,0,0,0,0,0,0,0,0,0,12819,12819,TRUE,+12819,,16692,
1994,199429,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,+0,,16692,
1994,199430,,-,-Pioneer Canal (P-1 Lateral) from 2800 Acres,Pioneer Canal (P-1 Lateral) from 2800 Acres,AF,Pioneer Canal (P-1 Lateral) from 2800 Acres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,-0,,16692,
1994,199431,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,3485,13207,0,0,0,0,0,0,0,0,0,0,16692,16692,TRUE,-16692,,0,TRUE
1994,199432,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,=0,TRUE,0,
1995,199501,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,19839,20858,57225,113865,138034,186960,195546,205924,102593,71157,57106,27993,1197100,1197100,TRUE,+1197100,,+1197100,
1995,199502,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,611,676,655,676,655,676,676,655,676,655,676,7963,7963,TRUE,-7963,,1189137,
1995,199503,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,1486,7339,15626,28258,33239,40548,45342,39896,27273,29187,22552,16969,307715,307715,TRUE,-307715,,881422,
1995,199504,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,15602,8079,13611,18555,30781,35867,34961,39689,28870,14523,10804,7115,258457,258457,TRUE,-258457,,622965,TRUE
1995,199505,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,2075,4829,27312,66397,73338,109890,114567,125663,45795,26771,23095,3233,622965,622965,TRUE,=622965,TRUE,622965,
1995,199506,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,0,349,1360,1568,1145,0,0,0,0,0,0,4422,4422,TRUE,+4422,,627387,
1995,199507,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,4742,1783,1400,1269,198,0,0,0,30,791,363,52,10628,10628,TRUE,+10628,,638015,
1995,199508,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,8,45,5821,1628,6692,18042,16544,13906,2674,2695,7870,151,76076,76076,TRUE,-76076,,561939,
1995,199509,1040,-,-Calloway Canal at Head,Calloway Diversion,AF,Calloway Canal at Head,2886,2339,5292,13083,22695,25147,31103,26428,15257,14944,13178,2566,174918,174918,TRUE,-174918,,387021,
1995,199510,2002,-,-River Loss: Rocky Point to Calloway Weir,River Loss: Rocky Point to Calloway Weir,AF,River Loss: Rocky Point to Calloway Weir,1452,1101,1235,1206,1014,962,855,722,708,749,726,568,11298,11298,TRUE,-11298,,375723,TRUE
1995,199511,1050,=,=Calloway River Weir,Flow at Riverview Park,AF,Calloway River Weir,2471,3127,16713,53109,44703,66884,66065,84607,27186,9174,1684,0,375723,375723,TRUE,=375723,TRUE,375723,
1995,199512,1051,+,+CVC T.O. #4 to River,CVC T.O. #4 to River,AF,CVC T.O. #4 to River,0,1841,1025,0,0,10,0,0,0,0,1241,797,4914,4914,TRUE,+4914,,380637,
1995,199513,1052,+,+CVC T.O. #3 to River,CVC T.O. #3 to River,AF,CVC T.O. #3 to River,737,2292,340,0,0,0,0,0,0,0,1845,3538,8752,8752,TRUE,+8752,,389389,
1995,199514,1054,+,+Friant-Kern Inflow,Friant-Kern Inflow,AF,Friant-Kern Inflow,0,14724,21883,5259,13199,15936,7448,10709,24758,7969,8727,2556,133168,133168,TRUE,+133168,,522557,
1995,199515,1060,-,-River Canal from River,River Canal Diversion,AF,River Canal from River,0,1545,8606,15553,17723,31582,22616,26800,12091,9715,7948,3102,157281,157281,TRUE,-157281,,365276,
1995,199516,2003,-,-River Loss: Cally. Weir to River Canal Weir,River Loss: Cally. Weir to River Canal Weir,AF,River Loss: Cally. Weir to River Canal Weir,3208,7287,5319,5038,4241,4092,3956,3067,3019,4085,2483,2607,48402,48402,TRUE,-48402,,316874,TRUE
1995,199517,1070,=,=River Canal Weir,Flow at Coffee Rd,AF,River Canal Weir,0,13152,26036,37777,35938,47156,46941,65449,36834,3343,3066,1182,316874,316874,TRUE,=316874,TRUE,316874,
1995,199518,,+,+Pioneer Turnout,Pioneer Turnout,AF,Pioneer Turnout,7458,559,4582,2152,7479,3582,1924,4423,8650,1119,6968,714,49610,49610,TRUE,+49610,,366484,
1995,199519,1071,+,+CVC T.O. #2 to River,CVC T.O. #2 to River,AF,CVC T.O. #2 to River,4343,6362,2204,419,·o,0,0,0,0,73,1146,3600,18147,18147,TRUE,+18147,,384631,
1995,199520,1073,-,-Rosedale Channel at Head,Rosedale Channel Diversion,AF,Rosedale Channel at Head,6750,2572,10469,11572,12587,9281,13581,14110,10654,1083,3898,0,96557,96557,TRUE,-96557,,288074,
1995,199521,1072,-,-Pioneer Canal at Head,Pioneer Canal at Head,AF,Pioneer Canal at Head,0,0,1043,1781,2214,9362,14188,11778,0,0,0,0,40366,40366,TRUE,-40366,,247708,
1995,199522,,-,-Berrenda Mesa Turnout from River,Berrenda Mesa Turnout from River,AF,Berrenda Mesa Turnout from River,365,2851,2132,1547,1784,3705,3192,3955,4291,1426,3381,2729,31358,31358,TRUE,-31358,,216350,
1995,199523,2004,-,-River Loss: River Canal to Bellevue Weir,River Loss: River Canal to Bellevue Weir,AF,River Loss: River Canal to Bellevue Weir,1549,2170,1817,1860,1492,1470,1428,1139,1030,1495,1660,1470,18580,18580,TRUE,-18580,,197770,TRUE
1995,199524,1080,=,=Flow at Bellevue Weir Stockdale,Flow at Riverwalk Park Bridge,AF,Flow at Bellevue Weir Stockdale,3137,12480,17361,23588,25340,26920,16476,38890,29509,531,2241,1297,197770,197770,TRUE,=197770,TRUE,197770,
1995,199525,2005,-,-River Loss: Bellevue Weir to ID#4 Boundary,River Loss: Bellevue Weir to ID#4 Boundary,AF,River Loss: Bellevue Weir to ID#4 Boundary,918,833,898,893,922,893,922,708,555,531,831,533,9437,9437,TRUE,-9437,,188333,
1995,199526,2006,-,-River Loss: ID#4 Boundary to 2800 Acres,River Loss: ID#4 Boundary to 2800 Acres,AF,River Loss: ID#4 Boundary to 2800 Acres,779,833,863,893,922,893,922,708,555,0,720,482,8570,8570,TRUE,-8570,,179763,
1995,199527,,+,+Outflow from Berrenda Mesa Spreading Grounds,Outflow from Berrenda Mesa Spreading Grounds,AF,Outflow from Berrenda Mesa Spreading Grounds,0,120,277,105,24,0,0,0,0,0,0,0,526,526,TRUE,+526,,180289,
1995,199528,,+,+CVC T.O. #1 to River,CVC T.O. #1 to River,AF,CVC T.O. #1 to River,6097,11593,5953,0,0,0,0,0,3129,12671,11407,13180,64030,64030,TRUE,+64030,,244319,
1995,199529,,+,+River Canal Turnout to 2800 Acres,River Canal Turnout to 2800 Acres,AF,River Canal Turnout to 2800 Acres,0,0,0,91,202,0,0,0,0,0,0,0,293,293,TRUE,+293,,244612,
1995,199530,,-,-Pioneer Central from 2800 Acres,Pioneer Central from 2800 Acres,AF,Pioneer Central from 2800 Acres,0,0,0,0,413,95,0,0,0,8,0,0,516,516,TRUE,-516,,244096,
1995,199531,,-,-Pioneer North from 2800 Acres,Pioneer North from 2800 Acres,AF,Pioneer North from 2800 Acres,0,0,214,0,1013,4463,4457,14909,19720,5834,6730,6500,63840,63840,TRUE,-63840,,180256,
1995,199532,,-,-2800 Acre Recharge Facility,2800 Acre Recharge Facility,AF,2800 Acre Recharge Facility,7537,21886,17661,18232,16457,15071,9197,12648,11808,6829,5046,5960,148332,148332,TRUE,-148332,,31924,TRUE
1995,199533,1091,=,=Second Point via Kern River Channel,Second Point via Kern River Channel,AF,Second Point via Kern River Channel,0,641,3955,3766,5839,5505,978,9917,0,0,321,1002,31924,31924,TRUE,=31924,TRUE,31924,
1996,199601,1001,+,+Kern River at First Point of Measurement,Flow at Hart Park First Point,AF,Kern River at First Point of Measurement,28994,34576,47226,59046,148419,153050,147913,113232,64770,43593,45201,82016,968036,968036,TRUE,+968036,,+968036,
1996,199602,2001,-,-Computed Loss,Computed Loss,AF,Computed Loss,676,633,676,655,676,655,676,676,655,676,655,676,7985,7985,TRUE,-7985,,960051,
1996,199603,1010,-,-Beardsley Canal at Head,Beardsley Diversion,AF,Beardsley Canal at Head,10977,17252,16187,29544,39731,37452,38576,33525,24036,19333,19359,21616,307588,307588,TRUE,-307588,,652463,
1996,199604,1020,-,-Carrier Canal at Head,Carrier Diversion,AF,Carrier Canal at Head,15350,11498,21231,21511,36545,35218,36676,31710,13611,7874,2061,14916,248201,248201,TRUE,-248201,,404262,TRUE
1996,199605,1030,=,=Rocky Point Weir,Flow at PVP,AF,Rocky Point Weir,1991,5193,9132,7336,71467,79725,71985,47321,26468,15710,23126,44808,404262,404262,TRUE,=404262,TRUE,404262,
1996,199606,1031,+,+Carrier Waste Gate,Carrier Waste Gate,AF,Carrier Waste Gate,0,20,0,0,371,1412,397,0,0,0,12,0,2212,2212,TRUE,+2212,,406474,
1996,199607,1032,+,+Farmers-Stine-Anderson: to River,Farmers-Stine-Anderson: to River,AF,Farmers-Stine-Anderson: to River,95,0,0,36,0,0,0,0,16,1434,302,12,1895,1895,TRUE,+1895,,408369,
1996,199608,1033,-,-Farmers-Stine-Anderson: from River,Farmers-Stine-Anderson: from River,AF,Farmers-Stine-Anderson: from River,0,1980,6135,3362,19271,21648,21813,13442,7478,0,8394,8678,112201,112201,TRUE,-112201,,296168,
